name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,age,education_level,marital_status
Natasha Davenport,Grantmouth,112345,696,22116,23,80.0,True,57,Bachelor,Married
Andrew Chavez,New Michaelstad,42735,646,28232,0,25.0,False,50,Bachelor,Single
Shannon Miller,New Abigailville,148410,439,32026,31,55.0,False,46,Associate,Single
Kristen Juarez,New Lisamouth,112242,551,21451,34,55.0,False,24,Bachelor,Married
Elaine Trevino,West Elizabethberg,114717,564,25876,9,50.0,False,40,Bachelor,Married
Samuel Zavala,Charlesport,35167,607,27664,1,25.0,False,58,High School,Married
Dustin Lopez,Port Derrickhaven,70492,402,24758,7,35.0,False,68,Bachelor,Divorced
Dennis Cook,East Barbarashire,133364,380,16172,3,45.0,False,60,Master,Married
Ryan Pierce,Port Jennifershire,87779,604,37199,19,55.0,False,26,Bachelor,Married
Jamie Galvan,Samanthachester,34373,395,44115,21,25.0,False,38,Bachelor,Married
Leah Rodriguez,Williamsstad,105965,715,36518,6,70.0,True,62,Bachelor,Married
Kevin Hoffman,North Matthew,77823,489,43499,36,40.0,False,23,Bachelor,Married
Ashley Burnett,Robinsonberg,125991,473,49356,32,50.0,False,61,High School,Married
Jason Maldonado,Barbaraborough,47224,804,36885,15,65.0,True,64,Doctorate,Divorced
Daniel Estrada,Port Allison,41813,652,9926,25,50.0,False,34,Bachelor,Married
Jennifer Lane,Johnville,149226,730,17711,38,80.0,True,57,High School,Single
Dr. Jared Lee III,New Jack,68680,422,44976,15,35.0,False,48,Bachelor,Single
Andrew Bolton,Lake Charlesfurt,72823,436,15295,17,45.0,False,55,Bachelor,Single
Laura Pearson,Port Heatherchester,127973,409,23371,13,55.0,False,30,High School,Single
Charles Wong,Port Miguelchester,84460,687,44222,33,65.0,True,28,Bachelor,Single
Jill Harris,East Paul,53021,492,44637,15,35.0,False,58,Bachelor,Married
Travis Kim III,Fordton,56318,361,31064,33,35.0,False,53,Bachelor,Married
Jason Keith,West Joshua,47322,736,1902,30,65.0,True,38,High School,Single
Kendra Willis,Kevinbury,133089,760,14167,17,90.0,True,67,High School,Divorced
Tracey Nelson,Walkerberg,100701,317,16363,31,55.0,False,35,Bachelor,Divorced
William Arnold,North Joseph,144879,679,35211,16,80.0,True,27,Bachelor,Married
Denise Barrett,Julietown,77953,364,38169,6,35.0,False,45,Bachelor,Divorced
Douglas Pacheco,Lake Tyler,99579,841,1220,9,90.0,True,48,Master,Married
Erin Norris,Bradleytown,95771,792,13675,11,85.0,True,25,Master,Single
Eric Duran,Heatherview,149732,504,42212,25,50.0,False,24,Bachelor,Divorced
Toni Cunningham,Codyfort,65720,500,17048,20,40.0,False,26,Master,Widowed
George Ruiz,New Mathew,138851,533,29234,35,55.0,False,28,High School,Single
Billy Cunningham,East Robert,51567,344,14432,29,40.0,False,46,High School,Married
Zachary Jones,Higginsbury,63681,519,15317,23,45.0,False,37,Bachelor,Divorced
David Hull,Martinezview,149806,760,14702,5,90.0,True,57,Bachelor,Married
David Wilson,Kylieside,138093,546,3894,30,60.0,True,28,Bachelor,Married
Kimberly Sandoval,Port Tracyborough,93156,721,22675,6,70.0,True,65,Bachelor,Married
Kevin Buckley,Aaronstad,135708,665,30645,35,70.0,True,28,High School,Single
Alyssa Davis,Lake Joshuaburgh,68684,460,16349,2,35.0,False,47,Bachelor,Married
Christina Clark,West Steven,127853,760,15786,39,90.0,True,56,Doctorate,Married
Bruce Barr,West Courtney,144084,606,46007,27,65.0,True,44,Master,Married
Arthur Santana,Grayburgh,74396,683,3302,34,75.0,True,42,Master,Married
Ryan Fisher,Port Ericland,135412,457,28200,6,50.0,False,62,Bachelor,Married
Michael Martin,Oliviaburgh,45095,845,44287,36,65.0,True,60,High School,Married
Jerry Jackson,Ramirezview,91385,519,49065,1,25.0,False,46,Bachelor,Divorced
Edward Barton,Hoshire,39869,418,46515,8,20.0,False,38,Associate,Married
Crystal Graves,New Timothyshire,48449,438,4462,33,40.0,False,47,High School,Single
Shawn Lindsey,North William,128848,375,16826,34,55.0,False,40,Bachelor,Married
Gina Medina,Joseside,59571,439,12685,2,35.0,False,41,High School,Widowed
Samuel Harris,Lake Daisy,142740,830,10687,39,100.0,True,35,Master,Single
Javier Schultz,Lake Kathleenmouth,118647,468,45652,17,50.0,False,66,Master,Divorced
Gail Johnson MD,Port Elizabethtown,124924,331,6481,20,60.0,True,54,Bachelor,Divorced
Patrick Walsh,North Haileyfort,118395,400,29768,34,50.0,False,31,High School,Married
Amy Mccoy,Lake Edwardstad,82089,620,25841,7,55.0,False,31,High School,Married
Kathy Roberts,Joseland,140853,451,40344,36,50.0,False,59,High School,Single
Donna Boyd,East Gregoryport,135458,813,41740,2,80.0,True,41,High School,Married
John Hunter,Johnsonton,103048,302,44387,16,45.0,False,35,Bachelor,Married
Jamie Fields,West Jenniferview,77942,842,10827,25,90.0,True,52,High School,Divorced
Bryce Gutierrez,Williammouth,41836,678,44340,3,40.0,False,66,Bachelor,Divorced
Roberto Glover,Blairside,133636,340,41961,30,50.0,False,28,Bachelor,Married
Daniel Ortiz,Montgomerytown,81717,838,13108,8,85.0,True,68,Master,Married
Derek Williams,Port Peterhaven,31824,427,37424,33,25.0,False,25,Master,Married
Deborah Quinn,New Stacy,64663,810,17319,33,80.0,True,49,Bachelor,Divorced
Nathan Lopez,South Josephberg,100329,367,10273,25,55.0,False,36,Bachelor,Divorced
Elizabeth Jackson,Rickeyburgh,46199,321,16906,26,30.0,False,22,Bachelor,Married
Bianca Bowen,Lewisport,89609,557,6384,29,55.0,False,25,Associate,Single
Samantha Carter,Moorestad,78311,597,3773,11,70.0,True,56,Bachelor,Married
Daryl Lowe,Amyburgh,118188,600,13561,1,55.0,False,66,High School,Single
Julie Parker,Michellehaven,128174,843,34109,1,75.0,True,68,Doctorate,Widowed
Monica Richardson,Port Toni,118125,639,48546,8,55.0,False,70,Bachelor,Married
Ronald Brown,Benjaminton,64362,598,16651,13,55.0,False,36,Bachelor,Married
Christine Hubbard,Jameshaven,106619,563,39477,20,50.0,False,31,High School,Single
Barbara Chandler,Port Curtis,79941,396,47616,38,40.0,False,58,Bachelor,Married
John Johns,New Brandonborough,137795,546,39883,5,45.0,False,38,High School,Married
Christina Robinson,Schneiderbury,113695,340,27650,2,45.0,False,66,High School,Single
Tina Hull,Changmouth,78689,698,7246,29,80.0,True,57,High School,Married
Shannon Maxwell,North Rhondaborough,44201,327,2926,37,40.0,False,58,High School,Married
Richard Rodriguez,Port Carla,118452,313,17016,24,55.0,False,69,Bachelor,Single
Mark Jimenez,Mackenzieville,60647,725,1201,39,75.0,True,39,Bachelor,Married
Jenna Lynch,Denniston,91797,378,21396,38,50.0,False,58,High School,Married
Bryce Fox,Danielport,33280,531,16161,25,25.0,False,49,Associate,Single
Grace Johnson,Port Wendy,111205,499,12180,10,55.0,False,44,Bachelor,Single
Jerry Rogers,Jonesview,145898,337,46574,18,50.0,False,41,High School,Married
Joshua Shepard,Port Michaeltown,103584,645,16574,31,70.0,True,50,Bachelor,Married
Jessica Burch,New Heatherville,72992,431,28952,1,25.0,False,36,High School,Married
Terri Golden,New Nicolestad,149964,699,27072,38,80.0,True,70,Bachelor,Single
Seth Johnson,Lake Stanley,109964,628,49834,13,60.0,True,69,High School,Divorced
Christopher Robinson,Michaelchester,59015,821,37063,11,75.0,True,31,Master,Divorced
Brian Sims,Colemanside,114889,446,41709,13,50.0,False,22,Associate,Divorced
Dr. Donna Mccarty,East Kevinside,38285,305,35590,28,25.0,False,41,Bachelor,Single
Grace Young,South Brandon,113283,539,43279,23,50.0,False,35,Bachelor,Single
Becky Garcia,Shannontown,137984,348,34252,23,55.0,False,56,Bachelor,Single
Lauren Brown MD,North Jennifer,90852,763,17727,37,85.0,True,52,Bachelor,Widowed
Jennifer Harper,Wangshire,149195,684,44042,18,75.0,True,66,Bachelor,Single
Maria Malone,Davishaven,121891,602,10514,34,75.0,True,59,Master,Married
Lauren Walsh,East Mark,69608,405,20294,1,25.0,False,38,High School,Single
Stacy Hudson,East Pamela,115097,410,13121,14,55.0,False,66,Bachelor,Single
Charles Costa,Elliottton,83516,717,41777,1,50.0,False,63,Master,Single
Kara Sanders MD,Comptontown,45292,752,12397,13,65.0,True,64,Associate,Divorced
Tommy Ramsey,West Elizabeth,48320,670,43610,15,50.0,False,64,Associate,Single
Kelly Sandoval,Port Loriport,35943,303,23589,26,25.0,False,40,Master,Married
Autumn Thomas,Petersonside,34877,450,27622,37,25.0,False,36,Doctorate,Married
Kimberly Thomas,Claytonside,69893,691,38546,24,60.0,True,67,High School,Married
Mark Mclean,North Anna,94569,736,7439,9,75.0,True,60,Bachelor,Single
Renee Edwards,Tinaville,45220,557,13585,17,30.0,False,54,Doctorate,Married
Chase Matthews,Melissaview,42739,341,2930,10,40.0,False,67,High School,Single
Danny Smith,Burkefurt,60775,364,4614,7,45.0,False,55,Associate,Married
Pamela Gordon,North Elizabethmouth,146294,326,4140,4,50.0,False,69,High School,Married
Anthony Wong,West Crystalland,100457,629,4560,29,75.0,True,44,Associate,Married
Christopher Soto,Port Brandi,47781,753,43078,26,60.0,True,54,Associate,Single
Amber Richardson,Josephfort,80940,751,30012,38,80.0,True,38,Master,Divorced
Christopher Klein,Mcclurefurt,89459,721,45000,8,60.0,True,23,Master,Divorced
Haley Peters,Lake Moniquefort,78629,693,4125,10,80.0,True,36,High School,Divorced
Tara Jones,Andrewhaven,117881,846,18222,4,85.0,True,64,High School,Married
Christina Chavez,East Stephaniemouth,127404,666,47852,10,65.0,True,55,Doctorate,Married
Thomas Morales,Stephensland,121289,775,1697,13,95.0,True,62,Bachelor,Married
Stephanie Martin,North Carrietown,100804,688,8380,14,85.0,True,58,High School,Widowed
Cynthia Palmer,Davidfort,84935,653,25640,7,55.0,False,60,Associate,Married
Jermaine Vance,Kurtshire,106983,350,48578,10,45.0,False,35,Bachelor,Married
Erica Thomas,Carterton,127290,396,29256,17,55.0,False,65,Master,Divorced
Sandra Ross,East Rebeccafort,125236,825,12161,11,100.0,True,41,Bachelor,Divorced
Roy Fowler,Shannonshire,50253,849,12953,6,75.0,True,30,Bachelor,Divorced
Debbie Arias,Jacksonside,146052,648,49139,31,65.0,True,31,Bachelor,Married
Melissa Kim,Delacruzbury,84379,548,8535,32,50.0,False,32,Associate,Married
Michael Flores,West Jeremymouth,115841,323,33297,37,50.0,False,68,High School,Married
Mallory Powell,South Timothyton,42978,712,33536,15,50.0,False,31,Bachelor,Married
Kelly Aguirre,West Kathyfurt,139273,447,6528,10,60.0,True,48,Doctorate,Married
Mark Murphy,North Victoria,94139,674,1972,21,80.0,True,69,Master,Divorced
Jillian Garcia,Richardberg,110694,374,35264,11,50.0,False,69,Associate,Married
Kenneth Murphy,Novakton,83492,847,45686,17,80.0,True,28,High School,Single
Marcus Weaver,East Davidton,66666,638,3222,38,65.0,True,61,Bachelor,Married
Crystal Wilkinson,Proctorview,34288,819,20127,8,60.0,True,61,High School,Single
Larry Mathis,Lake Christopherstad,120476,762,42029,34,85.0,True,65,High School,Single
Tonya Potter,Lake Dianaland,78566,665,12733,15,65.0,True,52,High School,Divorced
Jennifer Myers,New Kayla,58477,491,2718,39,50.0,False,52,Bachelor,Married
James Miller,Lake Courtneymouth,88115,806,41005,34,80.0,True,46,Bachelor,Single
Joshua Vincent MD,Wagnerberg,88287,432,21979,33,50.0,False,34,High School,Married
Kathleen Brady,Erintown,60947,708,43175,11,60.0,True,22,Master,Widowed
Rebecca Wood,Nicolestad,142125,699,25965,39,80.0,True,36,Bachelor,Widowed
Jesus Johnson,East Joshuaside,77537,480,49920,21,40.0,False,70,High School,Single
Debra White,Murrayfurt,43022,500,10198,22,35.0,False,50,Master,Married
Lisa Lopez,Lake Stephanie,119873,845,49454,36,85.0,True,42,Master,Divorced
Rachel Greer,Port Shelia,78147,405,23294,25,45.0,False,49,Bachelor,Single
Bobby Becker,Jacobmouth,101364,794,12658,21,90.0,True,69,Master,Married
Wayne Jackson,Port Heather,148187,651,35717,38,70.0,True,47,Bachelor,Married
Jacqueline Walker,New Jenniferstad,114518,674,2681,31,85.0,True,60,Bachelor,Married
Tina Herring,Alexismouth,77012,799,45571,18,75.0,True,67,Bachelor,Married
Courtney Lee,Lake Patriciashire,37936,376,8418,30,35.0,False,50,Bachelor,Divorced
Carmen Gonzalez,Brandiview,82184,338,6636,23,55.0,False,37,Bachelor,Married
Gabriel Murphy,East Jessicastad,66160,519,28491,30,35.0,False,69,High School,Married
Jillian Stewart,New Josephberg,54878,411,19578,5,35.0,False,70,Bachelor,Single
Hector Bryant,Lake Brittanyfort,46011,361,40653,8,20.0,False,40,Bachelor,Divorced
Adriana Ward,Port Willie,141153,656,27358,10,70.0,True,40,Bachelor,Married
Taylor Grant,Butlermouth,138028,818,28231,28,95.0,True,61,Master,Married
Diana Huffman,South Janice,89600,822,23104,17,85.0,True,31,Bachelor,Married
Gina Chapman,Lauramouth,42015,594,12650,32,45.0,False,27,Bachelor,Single
Tyler Lozano,Port Heathermouth,116870,326,9921,0,45.0,False,59,Master,Married
Amanda Solis,Danielleshire,57801,537,5767,15,50.0,False,30,Associate,Married
Shawn Ware,Port Markmouth,114109,370,14654,0,40.0,False,23,High School,Married
John Boyd,Petersburgh,113819,402,19606,19,55.0,False,67,Master,Divorced
Joseph Jensen,Willisfort,108269,447,33740,14,50.0,False,27,Associate,Married
Steven Mccormick,Dawnberg,32799,306,9502,23,30.0,False,67,Bachelor,Married
Victoria Padilla,Keithland,36629,838,15315,11,65.0,True,29,High School,Married
Rhonda Rodriguez,East Mary,133126,429,14119,38,55.0,False,62,Associate,Married
Ryan Smith,Claireton,73713,686,49384,0,45.0,False,46,Bachelor,Widowed
Kelly Perry,Mooreside,61925,774,23610,1,60.0,True,61,Master,Married
Pamela Powell,Lake Stephenburgh,46505,658,32462,29,40.0,False,46,High School,Single
Paul Cox,Timothyfurt,133150,458,38435,2,40.0,False,43,Bachelor,Married
Luke Dixon,Reyesside,104000,546,48812,6,40.0,False,31,High School,Single
Joshua White,Hornefort,56896,479,5149,29,50.0,False,67,High School,Married
Christina Cobb,New Diana,38992,490,2918,20,40.0,False,68,Bachelor,Married
Christopher Moses,Lake Robert,138765,475,7606,27,60.0,True,62,High School,Divorced
Mary Richards,Joelside,130290,447,16496,10,55.0,False,34,High School,Married
Jack Brandt,West Angela,102641,615,18483,26,70.0,True,22,Bachelor,Divorced
Nathaniel Ford,Robinsonfurt,57152,596,17196,1,40.0,False,56,Master,Married
Debbie King,Carrville,106858,484,30283,38,50.0,False,53,High School,Married
Shannon Gonzales,New Grant,58305,371,11622,3,35.0,False,52,Bachelor,Married
Melvin Carlson,Higginsborough,136568,802,47394,20,90.0,True,60,Bachelor,Single
Trevor Bautista,East Edward,143992,400,9828,23,60.0,True,57,Associate,Married
Richard Roy,East Benjamin,60539,345,18387,35,40.0,False,35,High School,Single
Robert Parks MD,Baileyborough,73064,681,44735,32,60.0,True,63,Associate,Single
David Nichols,Port Maryton,131498,506,2136,17,60.0,True,24,Bachelor,Divorced
Cynthia Hughes,Port Ashleyshire,49340,628,8174,29,50.0,False,41,Associate,Single
Russell Martin,Port Jessica,133369,395,2496,9,55.0,False,28,Bachelor,Single
Carol Mcintosh,Elizabethland,148034,610,14031,30,75.0,True,65,Associate,Married
Sean Dixon,New Madelinetown,108116,725,31808,5,70.0,True,66,Bachelor,Married
Kevin Davis,East Raymondberg,30371,455,8573,13,30.0,False,33,Doctorate,Married
Sean Bradshaw,Ortizberg,66342,354,8547,38,45.0,False,45,Master,Single
Megan Wilson,Powellberg,142513,485,3742,7,55.0,False,41,Associate,Divorced
Amanda Taylor,Dorothyhaven,48964,748,17297,12,65.0,True,26,Bachelor,Divorced
Nicole Lewis,Ashleychester,47038,689,23106,13,50.0,False,26,Associate,Single
Mary Gibson,Kimberlyville,100807,453,19484,11,55.0,False,66,Master,Married
Duane Clarke,Garrettberg,62853,645,1572,36,65.0,True,48,Bachelor,Married
Vicki Hernandez,Nicholastown,134662,498,46916,23,50.0,False,61,High School,Married
Hannah James PhD,Port Sarahshire,52871,653,9401,37,60.0,True,62,Bachelor,Single
Alan Davis DVM,East Joshuachester,44408,667,37024,20,40.0,False,68,Bachelor,Divorced
Jasmine Farmer,East Meghan,116646,565,5911,9,55.0,False,67,Associate,Married
William Conrad,Martinezburgh,143567,790,16126,35,90.0,True,42,Associate,Married
Antonio George Jr.,South Ronaldshire,33379,322,28023,14,25.0,False,61,Associate,Single
Scott Schmidt,West Luisburgh,47275,307,15538,18,30.0,False,58,Bachelor,Married
Anthony Smith,Rebeccafurt,31947,808,37990,40,65.0,True,53,Bachelor,Single
Jay Buchanan,West Scottstad,76955,680,19680,27,70.0,True,61,High School,Single
Theresa King,East Maryview,133544,772,29454,0,75.0,True,34,High School,Single
Justin Hammond,North Jaredchester,133341,535,7578,28,60.0,True,62,Bachelor,Married
Phillip Davis,South Zachary,61186,313,34872,6,30.0,False,35,Bachelor,Widowed
Meagan West,New Anthony,107182,410,23460,3,45.0,False,48,High School,Married
Craig Williams,Garciaton,72437,773,47702,14,70.0,True,62,High School,Married
Wayne Hess,Michaelhaven,32068,582,33245,19,40.0,False,66,Associate,Married
James Wilson,North Andre,52838,745,12909,22,80.0,True,41,Associate,Married
Kelsey Kelly,Warnerview,64782,808,2945,13,90.0,True,22,High School,Married
Aaron Gonzalez,New Richard,36868,750,17660,27,60.0,True,47,Bachelor,Married
Jessica Hernandez,Brendahaven,46614,546,10058,30,35.0,False,23,Master,Single
Anthony Adams,Colemanport,127218,638,42080,37,65.0,True,43,Master,Married
Barry Wilson,Chapmanmouth,85176,427,17535,2,40.0,False,52,Bachelor,Married
Matthew Richards,Port Jenniferview,98955,303,21646,15,50.0,False,52,High School,Married
Michelle Stewart,North Jonathan,44896,813,3483,37,80.0,True,56,Master,Married
Ronald Underwood,Loganhaven,127735,804,42869,14,90.0,True,48,Master,Single
Christina Garza,Port Robertside,38330,599,7688,26,50.0,False,55,Associate,Married
Tina Hernandez,Mitchellton,92422,796,32450,36,80.0,True,42,Bachelor,Single
David Thompson,Samuelborough,88756,827,44891,37,80.0,True,58,Bachelor,Married
Lauren Barr,Romanland,131976,570,11822,27,60.0,True,44,High School,Single
Anthony Murray,North Christopher,77453,356,11378,1,35.0,False,23,Associate,Married
Mary Green,East Mikeshire,97271,825,40024,32,80.0,True,56,Master,Married
Penny West,North Christopher,107812,755,2468,34,95.0,True,46,High School,Single
Laurie Roberts,Port Loriland,44293,708,18041,19,50.0,False,70,Associate,Divorced
Caitlyn Martinez,Alejandrabury,89245,750,34216,23,80.0,True,67,High School,Married
Adam Thompson,West Amberchester,96039,785,21984,30,85.0,True,53,Master,Married
Sandra White,South Anna,59038,606,40038,25,50.0,False,41,High School,Married
Matthew Miller,New Patricia,110623,576,11836,38,55.0,False,29,Associate,Single
Kristin Wagner,Barberfurt,35683,788,44554,40,60.0,True,34,Master,Married
Andrew Gomez,West Rebeccaland,125321,733,8372,22,85.0,True,23,Bachelor,Divorced
Johnny Arnold,East Tony,132659,529,22843,24,55.0,False,31,High School,Divorced
Richard Stevens,Whiteton,149111,731,47006,40,75.0,True,68,Master,Married
Leonard Reyes,Lake Joseph,143636,739,2679,17,85.0,True,42,High School,Divorced
Erik Brown,East Annville,116363,695,10328,10,85.0,True,55,Bachelor,Single
Mrs. Olivia Petersen,Hillside,98347,428,1022,32,55.0,False,68,High School,Married
Toni Osborne,Amandaside,69535,813,15939,39,85.0,True,55,High School,Married
Jeffrey Mercer,Mendozahaven,90036,755,40448,36,75.0,True,24,Bachelor,Married
Alex Whitaker,West Charlesville,114323,554,24445,38,55.0,False,27,Associate,Divorced
Carla Hoover,Lake Richard,34082,538,14981,30,25.0,False,28,Bachelor,Married
Stephanie Peterson,North Samantha,37972,628,37457,32,40.0,False,41,High School,Married
Gary Greer,East Michaelview,92781,609,33479,9,55.0,False,62,Master,Married
Luis Patterson,Port Jamesport,141057,580,2851,36,75.0,True,34,Associate,Married
Ryan Harrison,Mosleyland,82640,828,9308,16,90.0,True,50,Bachelor,Single
Laura Payne,New Ambertown,85872,710,31259,35,70.0,True,32,Associate,Single
Devon Ramos,Blackville,119928,531,22394,39,55.0,False,61,Bachelor,Single
Jay Alvarado,Lake Theresa,44150,705,46644,39,50.0,False,56,Associate,Married
Emily Hunter,Haleyland,94260,635,23300,37,65.0,True,31,Master,Divorced
Erik Keller,North Christinaburgh,123375,359,46052,30,50.0,False,58,High School,Single
Danielle Mcfarland DVM,West Danielfort,149236,380,28687,3,45.0,False,61,Master,Married
Kyle Mullins,Clarkmouth,88138,554,27921,8,40.0,False,25,High School,Married
Kerry Murphy,South Toddton,39632,325,39936,36,25.0,False,65,High School,Married
Chad Moreno,Haroldport,147868,685,25578,17,80.0,True,27,Bachelor,Single
Natalie Hawkins,Reynoldschester,40589,351,22422,27,25.0,False,60,Master,Married
Adrian Gibbs,Leroystad,72219,801,30038,21,75.0,True,66,Bachelor,Married
Alyssa Hayes,Kaylabury,109730,496,34188,38,50.0,False,41,Associate,Single
Carlos Vincent,Jonathanfurt,49442,690,9572,40,60.0,True,70,Bachelor,Married
Jason Haynes,North Randymouth,38609,655,16001,3,30.0,False,70,Bachelor,Married
Timothy Coleman,North Gregory,46540,601,12864,28,45.0,False,27,Master,Divorced
Stanley Benson,Collinsberg,66046,623,41191,4,40.0,False,51,High School,Married
Brian Thompson,North Nathanhaven,111830,557,35957,33,50.0,False,63,Bachelor,Married
Wendy Smith,North Thomashaven,112978,705,32535,31,75.0,True,36,Master,Single
Bethany Baxter MD,Scotttown,106724,579,30236,8,45.0,False,61,Associate,Married
Jennifer Baker MD,Jonesville,101874,468,4504,13,60.0,True,33,Bachelor,Married
Crystal Wolf,Petersonchester,123343,654,46641,37,65.0,True,42,Bachelor,Single
Sharon Patel,Spencerburgh,72622,677,18349,32,65.0,True,52,High School,Married
Carl Powers,New Mark,79925,559,24725,17,45.0,False,32,Associate,Married
Michael Patterson,Deniseport,108301,778,23186,9,85.0,True,58,High School,Single
Sarah Jones,East Eric,99541,758,19708,34,85.0,True,67,Bachelor,Married
Nancy Rowland,South Samuelfurt,68652,511,16918,18,45.0,False,63,High School,Married
Meghan Jackson,North James,89469,688,45897,10,65.0,True,51,Bachelor,Married
Stephanie Gomez,Lake Amyland,96263,696,17183,2,65.0,True,61,High School,Single
Miguel Lee,Lynchbury,109354,632,48132,34,60.0,True,52,Associate,Married
Brianna Hanson,West Melanie,86387,612,1774,2,60.0,True,66,Bachelor,Married
Sharon French,New Cesarfurt,42999,751,32075,32,60.0,True,49,Bachelor,Married
Taylor Kirby,Vanessaview,133952,560,17671,23,55.0,False,66,High School,Married
Jeffrey Petersen,Port Amanda,121983,670,46117,4,65.0,True,26,Bachelor,Married
Manuel Cole,North Darlenemouth,44996,546,43182,38,25.0,False,53,High School,Married
Joshua Horne,Morganfurt,141777,735,39425,33,75.0,True,42,Bachelor,Divorced
Brittney Tanner,West Victoriamouth,115814,792,38930,8,80.0,True,33,Associate,Married
Ashley Franco,West Nicholas,115316,337,6868,38,60.0,True,60,High School,Divorced
Tracey Page,West David,145042,508,37486,14,50.0,False,46,Associate,Married
Carla Young,East Theresaside,130789,811,2971,25,100.0,True,25,High School,Divorced
Brooke Keith,East Zachary,102264,827,4235,36,100.0,True,59,Master,Married
Christy Thomas,Port Darylburgh,124481,535,12516,0,40.0,False,22,Bachelor,Married
Michael Cruz,Grayton,143441,330,34287,40,55.0,False,50,Bachelor,Married
Shawna Gillespie,Espinozaville,58183,311,36896,5,30.0,False,58,Bachelor,Single
Chelsey Reyes,West Bryanbury,86370,596,21927,15,60.0,True,42,Associate,Married
Angela Dixon,Port Timothychester,89186,441,13778,20,50.0,False,65,Associate,Divorced
Sean Chapman,North Adamtown,146403,768,27494,11,90.0,True,49,Bachelor,Divorced
Robert Ramirez,Stephanieshire,59949,688,29674,4,50.0,False,27,Bachelor,Married
Steven Price,Christophertown,84239,702,25311,19,70.0,True,54,Bachelor,Single
Michelle Padilla,West Aaron,74424,757,36497,20,70.0,True,40,High School,Divorced
Lucas Nielsen,Kelseyfort,138451,342,35261,39,50.0,False,25,High School,Married
Raymond Wolf,Barnesborough,89441,601,37304,9,50.0,False,44,High School,Single
Nicholas Cunningham,Mooremouth,82262,315,35600,14,40.0,False,23,High School,Married
Kristin Meyer,South Allisonfort,84524,374,24860,1,30.0,False,47,Bachelor,Married
Kevin White,Anthonyshire,125631,765,25710,1,75.0,True,47,Associate,Married
Cynthia Johnson,East Ryanstad,42463,765,42357,33,60.0,True,64,High School,Single
Sandra Lopez,West Tiffanyside,70966,305,38462,23,35.0,False,57,Associate,Divorced
Teresa Bowers,Matthewmouth,85936,420,31183,31,45.0,False,48,High School,Widowed
Michael Lambert,South Kenneth,70963,489,5890,6,45.0,False,64,High School,Single
Rebecca Newman,West Christopher,117177,712,10028,27,85.0,True,63,High School,Married
Christopher Morrison,Cookshire,63408,376,30443,3,25.0,False,53,Bachelor,Widowed
Sierra Gentry,Jenniferstad,79060,572,9643,6,45.0,False,30,High School,Married
Hannah Carter,Basston,50006,626,29515,32,50.0,False,48,Master,Divorced
Ryan Thomas,Tylertown,120023,318,49124,3,35.0,False,66,Bachelor,Married
James Schaefer,Robertton,92163,770,12251,13,85.0,True,33,Bachelor,Married
Diana Lin,New Frank,38799,635,48259,17,40.0,False,50,Associate,Single
Brandon Meyer,East Haley,41957,763,16752,5,60.0,True,49,Bachelor,Married
Jason Price,Adamland,139022,360,24031,35,55.0,False,68,High School,Married
Nicole Brown,New Nathantown,41188,482,31397,6,20.0,False,48,Master,Married
